description_model,free_present,relation,scene_id,status,structured_present
claude,True,around,v4:building_084,consistent,True
claude,True,north,v4:building_084,consistent,True
claude,True,south,v4:building_084,consistent,True
gemini,True,symmetric,v4:building_084,consistent,True
openai,True,front,v4:building_085,consistent,True
openai,True,back,v4:building_085,consistent,True
openai,True,above,v4:building_085,consistent,True
openai,True,centered,v4:building_085,consistent,True
openai,True,symmetric,v4:building_085,consistent,True
openai,True,along,v4:building_085,consistent,True
openai,True,around,v4:building_085,consistent,True
claude,True,left,v4:building_085,consistent,True
claude,True,right,v4:building_085,consistent,True
claude,True,front,v4:building_085,consistent,True
claude,True,symmetric,v4:building_085,consistent,True
claude,True,along,v4:building_085,consistent,True
claude,True,north,v4:building_085,consistent,True
claude,True,south,v4:building_085,consistent,True
gemini,True,symmetric,v4:building_085,consistent,True
gemini,True,around,v4:building_085,consistent,True
openai,True,right,v4:building_086,consistent,True
openai,True,front,v4:building_086,consistent,True
openai,True,above,v4:building_086,consistent,True
openai,True,symmetric,v4:building_086,consistent,True
openai,True,along,v4:building_086,consistent,True
claude,True,front,v4:building_086,consistent,True
claude,True,below,v4:building_086,consistent,True
claude,True,symmetric,v4:building_086,consistent,True
claude,True,along,v4:building_086,consistent,True
claude,True,around,v4:building_086,consistent,True
gemini,True,symmetric,v4:building_086,consistent,True
openai,True,front,v4:building_087,consistent,True
openai,True,above,v4:building_087,consistent,True
openai,True,inside,v4:building_087,consistent,True
openai,True,outside,v4:building_087,consistent,True
openai,True,along,v4:building_087,consistent,True
claude,True,front,v4:building_087,consistent,True
claude,True,along,v4:building_087,consistent,True
claude,True,around,v4:building_087,consistent,True
openai,True,centered,v4:building_088,consistent,True
openai,True,symmetric,v4:building_088,consistent,True
openai,True,along,v4:building_088,consistent,True
openai,True,around,v4:building_088,consistent,True
claude,True,symmetric,v4:building_088,consistent,True
claude,True,along,v4:building_088,consistent,True
claude,True,around,v4:building_088,consistent,True
gemini,True,above,v4:building_088,consistent,True
gemini,True,symmetric,v4:building_088,consistent,True
openai,True,inside,v4:building_089,consistent,True
openai,True,along,v4:building_089,consistent,True
openai,True,around,v4:building_089,consistent,True
claude,True,front,v4:building_089,consistent,True
claude,True,above,v4:building_089,consistent,True
claude,True,along,v4:building_089,consistent,True
claude,True,around,v4:building_089,consistent,True
claude,True,north,v4:building_089,consistent,True
claude,True,south,v4:building_089,consistent,True
gemini,True,front,v4:building_089,dropped,False
gemini,True,symmetric,v4:building_089,dropped,False
openai,True,above,v4:building_090,consistent,True
openai,True,symmetric,v4:building_090,consistent,True
openai,True,along,v4:building_090,consistent,True
openai,True,around,v4:building_090,consistent,True
claude,True,above,v4:building_090,consistent,True
claude,True,along,v4:building_090,consistent,True
claude,True,around,v4:building_090,consistent,True
gemini,True,symmetric,v4:building_090,consistent,True
gemini,True,along,v4:building_090,consistent,True
openai,True,left,v4:building_091,consistent,True
openai,True,right,v4:building_091,consistent,True
openai,True,front,v4:building_091,consistent,True
openai,True,back,v4:building_091,consistent,True
openai,True,along,v4:building_091,consistent,True
openai,True,around,v4:building_091,consistent,True
claude,True,left,v4:building_091,consistent,True
claude,True,right,v4:building_091,consistent,True
claude,True,symmetric,v4:building_091,consistent,True
claude,True,along,v4:building_091,consistent,True
gemini,True,left,v4:building_091,dropped,False
gemini,True,right,v4:building_091,dropped,False
openai,True,front,v4:building_092,consistent,True
openai,True,centered,v4:building_092,consistent,True
openai,True,symmetric,v4:building_092,consistent,True
openai,True,inside,v4:building_092,consistent,True
openai,True,around,v4:building_092,consistent,True
claude,True,symmetric,v4:building_092,consistent,True
claude,True,along,v4:building_092,consistent,True
claude,True,around,v4:building_092,consistent,True
gemini,True,front,v4:building_092,consistent,True
gemini,True,symmetric,v4:building_092,consistent,True
openai,True,left,v4:building_093,consistent,True
openai,True,right,v4:building_093,consistent,True
openai,True,front,v4:building_093,consistent,True
openai,True,above,v4:building_093,consistent,True
openai,True,centered,v4:building_093,consistent,True
openai,True,symmetric,v4:building_093,consistent,True
openai,True,inside,v4:building_093,consistent,True
openai,True,along,v4:building_093,consistent,True
openai,True,around,v4:building_093,consistent,True
claude,True,left,v4:building_093,consistent,True
claude,True,right,v4:building_093,consistent,True
claude,True,above,v4:building_093,consistent,True
claude,True,symmetric,v4:building_093,consistent,True
claude,True,along,v4:building_093,consistent,True
claude,True,around,v4:building_093,consistent,True
claude,True,north,v4:building_093,consistent,True
claude,True,south,v4:building_093,consistent,True
gemini,True,front,v4:building_093,consistent,True
gemini,True,symmetric,v4:building_093,consistent,True
gemini,True,around,v4:building_093,consistent,True
openai,True,left,v4:building_094,consistent,True
openai,True,right,v4:building_094,consistent,True
openai,True,centered,v4:building_094,consistent,True
openai,True,symmetric,v4:building_094,consistent,True
openai,True,inside,v4:building_094,consistent,True
openai,True,along,v4:building_094,consistent,True
claude,True,above,v4:building_094,consistent,True
claude,True,along,v4:building_094,consistent,True
claude,True,around,v4:building_094,consistent,True
claude,True,north,v4:building_094,consistent,True
claude,True,south,v4:building_094,consistent,True
gemini,True,symmetric,v4:building_094,consistent,True
openai,True,above,v4:building_095,consistent,True
openai,True,symmetric,v4:building_095,consistent,True
openai,True,along,v4:building_095,consistent,True
openai,True,around,v4:building_095,consistent,True
claude,True,left,v4:building_095,consistent,True
claude,True,right,v4:building_095,consistent,True
claude,True,symmetric,v4:building_095,consistent,True
claude,True,around,v4:building_095,consistent,True
gemini,True,left,v4:building_095,consistent,True
gemini,True,right,v4:building_095,consistent,True
gemini,True,front,v4:building_095,consistent,True
gemini,True,back,v4:building_095,consistent,True
gemini,True,symmetric,v4:building_095,consistent,True
openai,True,above,v4:building_096,consistent,True
openai,True,centered,v4:building_096,consistent,True
openai,True,inside,v4:building_096,consistent,True
openai,True,along,v4:building_096,consistent,True
openai,True,around,v4:building_096,consistent,True
claude,True,right,v4:building_096,consistent,True
claude,True,above,v4:building_096,consistent,True
claude,True,symmetric,v4:building_096,consistent,True
claude,True,along,v4:building_096,consistent,True
gemini,True,symmetric,v4:building_096,consistent,True
openai,True,above,v4:building_097,consistent,True
openai,True,centered,v4:building_097,consistent,True
openai,True,symmetric,v4:building_097,consistent,True
openai,True,inside,v4:building_097,consistent,True
openai,True,along,v4:building_097,consistent,True
claude,True,above,v4:building_097,consistent,True
claude,True,along,v4:building_097,consistent,True
claude,True,around,v4:building_097,consistent,True
gemini,True,symmetric,v4:building_097,consistent,True
openai,True,above,v4:building_098,consistent,True
openai,True,centered,v4:building_098,consistent,True
openai,True,symmetric,v4:building_098,consistent,True
openai,True,along,v4:building_098,consistent,True
openai,True,around,v4:building_098,consistent,True
claude,True,below,v4:building_098,consistent,True
claude,True,symmetric,v4:building_098,consistent,True
claude,True,along,v4:building_098,consistent,True
claude,True,around,v4:building_098,consistent,True
claude,True,north,v4:building_098,consistent,True
claude,True,south,v4:building_098,consistent,True
gemini,True,symmetric,v4:building_098,consistent,True
gemini,True,along,v4:building_098,consistent,True
openai,True,above,v4:building_099,consistent,True
openai,True,inside,v4:building_099,consistent,True
openai,True,along,v4:building_099,consistent,True
openai,True,around,v4:building_099,consistent,True
claude,True,left,v4:building_099,consistent,True
claude,True,right,v4:building_099,consistent,True
claude,True,around,v4:building_099,consistent,True
gemini,True,symmetric,v4:building_099,dropped,False
