description_model,free_present,marker,scene_id,status,structured_present
claude,True,multiple,v4:building_059,preserved,True
claude,True,uncertain,v4:building_059,preserved,True
claude,True,appears,v4:building_059,preserved,True
claude,True,estimate,v4:building_059,preserved,True
gemini,True,uncertain,v4:building_059,preserved,True
gemini,True,estimate,v4:building_059,preserved,True
openai,True,roughly,v4:building_060,preserved,True
openai,True,around,v4:building_060,preserved,True
openai,True,a few,v4:building_060,preserved,True
openai,True,uncertain,v4:building_060,preserved,True
openai,True,possibly,v4:building_060,preserved,True
openai,True,appears,v4:building_060,preserved,True
openai,True,estimate,v4:building_060,preserved,True
claude,True,approximately,v4:building_060,preserved,True
claude,True,around,v4:building_060,preserved,True
claude,True,multiple,v4:building_060,preserved,True
claude,True,uncertain,v4:building_060,preserved,True
claude,True,estimate,v4:building_060,preserved,True
gemini,True,uncertain,v4:building_060,preserved,True
gemini,True,estimate,v4:building_060,preserved,True
openai,True,approximately,v4:building_061,preserved,True
openai,True,roughly,v4:building_061,preserved,True
openai,True,around,v4:building_061,preserved,True
openai,True,uncertain,v4:building_061,preserved,True
openai,True,estimate,v4:building_061,preserved,True
claude,True,approximately,v4:building_061,preserved,True
claude,True,around,v4:building_061,preserved,True
claude,True,uncertain,v4:building_061,preserved,True
claude,True,appears,v4:building_061,preserved,True
claude,True,estimate,v4:building_061,preserved,True
gemini,True,uncertain,v4:building_061,preserved,True
gemini,True,estimate,v4:building_061,preserved,True
openai,True,approximately,v4:building_062,preserved,True
openai,True,around,v4:building_062,preserved,True
openai,True,uncertain,v4:building_062,preserved,True
openai,True,appears,v4:building_062,preserved,True
openai,True,estimate,v4:building_062,preserved,True
claude,True,approximately,v4:building_062,preserved,True
claude,True,around,v4:building_062,preserved,True
claude,True,uncertain,v4:building_062,preserved,True
claude,True,appears,v4:building_062,preserved,True
claude,True,estimate,v4:building_062,preserved,True
gemini,True,uncertain,v4:building_062,preserved,True
gemini,True,estimate,v4:building_062,preserved,True
openai,True,about,v4:building_063,preserved,True
openai,True,around,v4:building_063,preserved,True
openai,True,uncertain,v4:building_063,preserved,True
openai,True,appears,v4:building_063,preserved,True
openai,True,estimate,v4:building_063,preserved,True
claude,True,approximately,v4:building_063,preserved,True
claude,True,around,v4:building_063,preserved,True
claude,True,multiple,v4:building_063,preserved,True
claude,True,uncertain,v4:building_063,preserved,True
claude,True,estimate,v4:building_063,preserved,True
gemini,True,about,v4:building_063,preserved,True
gemini,True,uncertain,v4:building_063,preserved,True
gemini,True,estimate,v4:building_063,preserved,True
openai,True,approximately,v4:building_064,preserved,True
openai,True,around,v4:building_064,preserved,True
openai,True,a few,v4:building_064,preserved,True
openai,True,uncertain,v4:building_064,preserved,True
openai,True,estimate,v4:building_064,preserved,True
claude,True,around,v4:building_064,preserved,True
claude,True,uncertain,v4:building_064,preserved,True
claude,True,appears,v4:building_064,preserved,True
claude,True,estimate,v4:building_064,preserved,True
gemini,True,uncertain,v4:building_064,preserved,True
gemini,True,estimate,v4:building_064,preserved,True
openai,True,approximately,v4:building_065,preserved,True
openai,True,about,v4:building_065,preserved,True
openai,True,around,v4:building_065,preserved,True
openai,True,multiple,v4:building_065,preserved,True
openai,True,uncertain,v4:building_065,preserved,True
openai,True,appears,v4:building_065,preserved,True
openai,True,estimate,v4:building_065,preserved,True
claude,True,approximately,v4:building_065,preserved,True
claude,True,around,v4:building_065,preserved,True
claude,True,uncertain,v4:building_065,preserved,True
claude,True,estimate,v4:building_065,preserved,True
gemini,True,uncertain,v4:building_065,preserved,True
gemini,True,appears,v4:building_065,preserved,True
gemini,True,estimate,v4:building_065,preserved,True
openai,True,roughly,v4:building_066,preserved,True
openai,True,around,v4:building_066,preserved,True
openai,True,uncertain,v4:building_066,preserved,True
openai,True,possibly,v4:building_066,preserved,True
openai,True,estimate,v4:building_066,preserved,True
claude,True,approximately,v4:building_066,preserved,True
claude,True,around,v4:building_066,preserved,True
claude,True,multiple,v4:building_066,preserved,True
claude,True,uncertain,v4:building_066,preserved,True
claude,True,estimate,v4:building_066,preserved,True
gemini,True,roughly,v4:building_066,preserved,True
gemini,True,uncertain,v4:building_066,preserved,True
gemini,True,estimate,v4:building_066,preserved,True
openai,True,approximately,v4:building_067,preserved,True
openai,True,around,v4:building_067,preserved,True
openai,True,several,v4:building_067,preserved,True
openai,True,uncertain,v4:building_067,preserved,True
openai,True,appears,v4:building_067,preserved,True
openai,True,estimate,v4:building_067,preserved,True
claude,True,uncertain,v4:building_067,preserved,True
claude,True,appears,v4:building_067,preserved,True
claude,True,estimate,v4:building_067,preserved,True
gemini,True,uncertain,v4:building_067,preserved,True
gemini,True,estimate,v4:building_067,preserved,True
openai,True,around,v4:building_068,preserved,True
openai,True,uncertain,v4:building_068,preserved,True
openai,True,appears,v4:building_068,preserved,True
openai,True,estimate,v4:building_068,preserved,True
claude,True,approximately,v4:building_068,preserved,True
claude,True,around,v4:building_068,preserved,True
claude,True,uncertain,v4:building_068,preserved,True
claude,True,appears,v4:building_068,preserved,True
claude,True,estimate,v4:building_068,preserved,True
gemini,True,around,v4:building_068,preserved,True
gemini,True,multiple,v4:building_068,preserved,True
gemini,True,uncertain,v4:building_068,preserved,True
gemini,True,estimate,v4:building_068,preserved,True
openai,True,roughly,v4:building_069,preserved,True
openai,True,around,v4:building_069,preserved,True
openai,True,several,v4:building_069,preserved,True
openai,True,uncertain,v4:building_069,preserved,True
openai,True,estimate,v4:building_069,preserved,True
claude,True,approximately,v4:building_069,preserved,True
claude,True,around,v4:building_069,preserved,True
claude,True,uncertain,v4:building_069,preserved,True
claude,True,appears,v4:building_069,preserved,True
claude,True,estimate,v4:building_069,preserved,True
gemini,True,uncertain,v4:building_069,preserved,True
gemini,True,estimate,v4:building_069,preserved,True
openai,True,about,v4:building_070,preserved,True
openai,True,around,v4:building_070,preserved,True
openai,True,several,v4:building_070,preserved,True
openai,True,uncertain,v4:building_070,preserved,True
openai,True,estimate,v4:building_070,preserved,True
claude,True,approximately,v4:building_070,preserved,True
claude,True,around,v4:building_070,preserved,True
claude,True,uncertain,v4:building_070,preserved,True
claude,True,appears,v4:building_070,preserved,True
claude,True,estimate,v4:building_070,preserved,True
gemini,True,about,v4:building_070,preserved,True
gemini,True,roughly,v4:building_070,preserved,True
gemini,True,uncertain,v4:building_070,preserved,True
gemini,True,estimate,v4:building_070,preserved,True
openai,True,roughly,v4:building_071,preserved,True
openai,True,around,v4:building_071,preserved,True
openai,True,uncertain,v4:building_071,preserved,True
openai,True,possibly,v4:building_071,preserved,True
openai,True,appears,v4:building_071,preserved,True
openai,True,estimate,v4:building_071,preserved,True
claude,True,approximately,v4:building_071,preserved,True
claude,True,around,v4:building_071,preserved,True
claude,True,uncertain,v4:building_071,preserved,True
claude,True,appears,v4:building_071,preserved,True
claude,True,estimate,v4:building_071,preserved,True
gemini,True,uncertain,v4:building_071,preserved,True
gemini,True,estimate,v4:building_071,preserved,True
openai,True,around,v4:building_072,preserved,True
openai,True,uncertain,v4:building_072,preserved,True
openai,True,appears,v4:building_072,preserved,True
openai,True,estimate,v4:building_072,preserved,True
claude,True,approximately,v4:building_072,preserved,True
claude,True,multiple,v4:building_072,preserved,True
claude,True,uncertain,v4:building_072,preserved,True
claude,True,appears,v4:building_072,preserved,True
claude,True,estimate,v4:building_072,preserved,True
gemini,True,uncertain,v4:building_072,preserved,True
gemini,True,estimate,v4:building_072,preserved,True
openai,True,around,v4:building_073,preserved,True
openai,True,several,v4:building_073,preserved,True
openai,True,uncertain,v4:building_073,preserved,True
openai,True,possibly,v4:building_073,preserved,True
openai,True,estimate,v4:building_073,preserved,True
claude,True,approximately,v4:building_073,preserved,True
claude,True,around,v4:building_073,preserved,True
claude,True,uncertain,v4:building_073,preserved,True
claude,True,appears,v4:building_073,preserved,True
claude,True,estimate,v4:building_073,preserved,True
gemini,True,uncertain,v4:building_073,preserved,True
gemini,True,estimate,v4:building_073,preserved,True
openai,True,roughly,v4:building_074,preserved,True
openai,True,uncertain,v4:building_074,preserved,True
openai,True,estimate,v4:building_074,preserved,True
claude,True,around,v4:building_074,preserved,True
claude,True,uncertain,v4:building_074,preserved,True
claude,True,estimate,v4:building_074,preserved,True
gemini,True,uncertain,v4:building_074,preserved,True
gemini,True,estimate,v4:building_074,preserved,True
openai,True,approximately,v4:building_075,preserved,True
openai,True,about,v4:building_075,preserved,True
openai,True,around,v4:building_075,preserved,True
openai,True,several,v4:building_075,preserved,True
openai,True,uncertain,v4:building_075,preserved,True
openai,True,appears,v4:building_075,preserved,True
openai,True,estimate,v4:building_075,preserved,True
claude,True,approximately,v4:building_075,preserved,True
claude,True,around,v4:building_075,preserved,True
claude,True,uncertain,v4:building_075,preserved,True
claude,True,estimate,v4:building_075,preserved,True
gemini,True,uncertain,v4:building_075,preserved,True
gemini,True,estimate,v4:building_075,preserved,True
openai,True,approximately,v4:building_076,preserved,True
openai,True,about,v4:building_076,preserved,True
openai,True,roughly,v4:building_076,preserved,True
openai,True,around,v4:building_076,preserved,True
openai,True,uncertain,v4:building_076,preserved,True
openai,True,estimate,v4:building_076,preserved,True
claude,True,approximately,v4:building_076,preserved,True
claude,True,around,v4:building_076,preserved,True
claude,True,multiple,v4:building_076,preserved,True
claude,True,uncertain,v4:building_076,preserved,True
claude,True,appears,v4:building_076,preserved,True
claude,True,estimate,v4:building_076,preserved,True
gemini,True,uncertain,v4:building_076,preserved,True
gemini,True,estimate,v4:building_076,preserved,True
openai,True,approximately,v4:building_077,preserved,True
openai,True,roughly,v4:building_077,preserved,True
openai,True,around,v4:building_077,preserved,True
openai,True,uncertain,v4:building_077,preserved,True
openai,True,appears,v4:building_077,preserved,True
openai,True,estimate,v4:building_077,preserved,True
claude,True,approximately,v4:building_077,preserved,True
claude,True,around,v4:building_077,preserved,True
claude,True,multiple,v4:building_077,preserved,True
claude,True,uncertain,v4:building_077,preserved,True
claude,True,appears,v4:building_077,preserved,True
claude,True,estimate,v4:building_077,preserved,True
gemini,True,uncertain,v4:building_077,preserved,True
gemini,True,estimate,v4:building_077,preserved,True
openai,True,roughly,v4:building_078,preserved,True
openai,True,around,v4:building_078,preserved,True
openai,True,a few,v4:building_078,preserved,True
openai,True,uncertain,v4:building_078,preserved,True
openai,True,estimate,v4:building_078,preserved,True
claude,True,approximately,v4:building_078,preserved,True
claude,True,around,v4:building_078,preserved,True
claude,True,uncertain,v4:building_078,preserved,True
claude,True,appears,v4:building_078,preserved,True
claude,True,estimate,v4:building_078,preserved,True
gemini,True,uncertain,v4:building_078,preserved,True
gemini,True,estimate,v4:building_078,preserved,True
openai,True,roughly,v4:building_079,preserved,True
openai,True,around,v4:building_079,preserved,True
openai,True,several,v4:building_079,preserved,True
openai,True,uncertain,v4:building_079,preserved,True
openai,True,appears,v4:building_079,preserved,True
openai,True,estimate,v4:building_079,preserved,True
claude,True,approximately,v4:building_079,preserved,True
claude,True,around,v4:building_079,preserved,True
claude,True,uncertain,v4:building_079,preserved,True
claude,True,appears,v4:building_079,preserved,True
claude,True,estimate,v4:building_079,preserved,True
gemini,True,multiple,v4:building_079,preserved,True
gemini,True,uncertain,v4:building_079,preserved,True
gemini,True,possibly,v4:building_079,preserved,True
gemini,True,estimate,v4:building_079,preserved,True
openai,True,approximately,v4:building_080,preserved,True
openai,True,a few,v4:building_080,preserved,True
openai,True,uncertain,v4:building_080,preserved,True
openai,True,appears,v4:building_080,preserved,True
openai,True,estimate,v4:building_080,preserved,True
claude,True,approximately,v4:building_080,preserved,True
claude,True,around,v4:building_080,preserved,True
claude,True,multiple,v4:building_080,preserved,True
claude,True,uncertain,v4:building_080,preserved,True
claude,True,estimate,v4:building_080,preserved,True
gemini,True,around,v4:building_080,preserved,True
gemini,True,uncertain,v4:building_080,preserved,True
gemini,True,estimate,v4:building_080,preserved,True
openai,True,approximately,v4:building_081,preserved,True
openai,True,roughly,v4:building_081,preserved,True
openai,True,around,v4:building_081,preserved,True
openai,True,multiple,v4:building_081,preserved,True
openai,True,uncertain,v4:building_081,preserved,True
openai,True,estimate,v4:building_081,preserved,True
claude,True,approximately,v4:building_081,preserved,True
claude,True,around,v4:building_081,preserved,True
claude,True,uncertain,v4:building_081,preserved,True
claude,True,estimate,v4:building_081,preserved,True
gemini,True,around,v4:building_081,preserved,True
gemini,True,uncertain,v4:building_081,preserved,True
gemini,True,estimate,v4:building_081,preserved,True
openai,True,approximately,v4:building_082,preserved,True
openai,True,about,v4:building_082,preserved,True
openai,True,around,v4:building_082,preserved,True
openai,True,uncertain,v4:building_082,preserved,True
openai,True,appears,v4:building_082,preserved,True
openai,True,estimate,v4:building_082,preserved,True
claude,True,approximately,v4:building_082,preserved,True
claude,True,uncertain,v4:building_082,preserved,True
claude,True,estimate,v4:building_082,preserved,True
gemini,True,uncertain,v4:building_082,preserved,True
gemini,True,estimate,v4:building_082,preserved,True
openai,True,around,v4:building_083,preserved,True
openai,True,uncertain,v4:building_083,preserved,True
openai,True,appears,v4:building_083,preserved,True
openai,True,estimate,v4:building_083,preserved,True
claude,True,approximately,v4:building_083,preserved,True
claude,True,around,v4:building_083,preserved,True
claude,True,uncertain,v4:building_083,preserved,True
claude,True,estimate,v4:building_083,preserved,True
gemini,True,uncertain,v4:building_083,preserved,True
gemini,True,estimate,v4:building_083,preserved,True
openai,True,approximately,v4:building_084,preserved,True
openai,True,roughly,v4:building_084,preserved,True
openai,True,around,v4:building_084,preserved,True
openai,True,several,v4:building_084,preserved,True
openai,True,uncertain,v4:building_084,preserved,True
openai,True,appears,v4:building_084,preserved,True
openai,True,estimate,v4:building_084,preserved,True
claude,True,approximately,v4:building_084,preserved,True
claude,True,around,v4:building_084,preserved,True
claude,True,uncertain,v4:building_084,preserved,True
claude,True,appears,v4:building_084,preserved,True
claude,True,estimate,v4:building_084,preserved,True
gemini,True,uncertain,v4:building_084,preserved,True
gemini,True,estimate,v4:building_084,preserved,True
openai,True,approximately,v4:building_085,preserved,True
openai,True,around,v4:building_085,preserved,True
openai,True,a few,v4:building_085,preserved,True
openai,True,uncertain,v4:building_085,preserved,True
openai,True,appears,v4:building_085,preserved,True
openai,True,estimate,v4:building_085,preserved,True
claude,True,approximately,v4:building_085,preserved,True
claude,True,uncertain,v4:building_085,preserved,True
claude,True,estimate,v4:building_085,preserved,True
gemini,True,around,v4:building_085,preserved,True
gemini,True,uncertain,v4:building_085,preserved,True
gemini,True,estimate,v4:building_085,preserved,True
openai,True,uncertain,v4:building_086,preserved,True
openai,True,estimate,v4:building_086,preserved,True
claude,True,approximately,v4:building_086,preserved,True
claude,True,around,v4:building_086,preserved,True
claude,True,uncertain,v4:building_086,preserved,True
claude,True,appears,v4:building_086,preserved,True
claude,True,estimate,v4:building_086,preserved,True
gemini,True,uncertain,v4:building_086,preserved,True
gemini,True,estimate,v4:building_086,preserved,True
openai,True,approximately,v4:building_087,preserved,True
openai,True,about,v4:building_087,preserved,True
openai,True,a few,v4:building_087,preserved,True
openai,True,uncertain,v4:building_087,preserved,True
openai,True,appears,v4:building_087,preserved,True
openai,True,estimate,v4:building_087,preserved,True
claude,True,approximately,v4:building_087,preserved,True
claude,True,around,v4:building_087,preserved,True
claude,True,multiple,v4:building_087,preserved,True
claude,True,uncertain,v4:building_087,preserved,True
claude,True,appears,v4:building_087,preserved,True
claude,True,estimate,v4:building_087,preserved,True
gemini,True,uncertain,v4:building_087,preserved,True
gemini,True,estimate,v4:building_087,preserved,True
openai,True,roughly,v4:building_088,preserved,True
openai,True,around,v4:building_088,preserved,True
openai,True,a few,v4:building_088,preserved,True
openai,True,uncertain,v4:building_088,preserved,True
openai,True,appears,v4:building_088,preserved,True
openai,True,estimate,v4:building_088,preserved,True
claude,True,approximately,v4:building_088,preserved,True
claude,True,around,v4:building_088,preserved,True
claude,True,uncertain,v4:building_088,preserved,True
claude,True,estimate,v4:building_088,preserved,True
gemini,True,uncertain,v4:building_088,preserved,True
gemini,True,estimate,v4:building_088,preserved,True
openai,True,around,v4:building_089,preserved,True
openai,True,several,v4:building_089,preserved,True
openai,True,multiple,v4:building_089,preserved,True
openai,True,uncertain,v4:building_089,preserved,True
openai,True,appears,v4:building_089,preserved,True
openai,True,estimate,v4:building_089,preserved,True
claude,True,approximately,v4:building_089,preserved,True
claude,True,around,v4:building_089,preserved,True
claude,True,uncertain,v4:building_089,preserved,True
claude,True,appears,v4:building_089,preserved,True
claude,True,estimate,v4:building_089,preserved,True
gemini,True,uncertain,v4:building_089,preserved,True
gemini,True,estimate,v4:building_089,preserved,True
openai,True,approximately,v4:building_090,preserved,True
openai,True,around,v4:building_090,preserved,True
openai,True,uncertain,v4:building_090,preserved,True
openai,True,appears,v4:building_090,preserved,True
openai,True,estimate,v4:building_090,preserved,True
claude,True,approximately,v4:building_090,preserved,True
claude,True,around,v4:building_090,preserved,True
claude,True,multiple,v4:building_090,preserved,True
claude,True,uncertain,v4:building_090,preserved,True
claude,True,estimate,v4:building_090,preserved,True
gemini,True,uncertain,v4:building_090,preserved,True
gemini,True,appears,v4:building_090,preserved,True
gemini,True,estimate,v4:building_090,preserved,True
openai,True,approximately,v4:building_091,preserved,True
openai,True,roughly,v4:building_091,preserved,True
openai,True,around,v4:building_091,preserved,True
openai,True,several,v4:building_091,preserved,True
openai,True,uncertain,v4:building_091,preserved,True
openai,True,possibly,v4:building_091,preserved,True
openai,True,estimate,v4:building_091,preserved,True
claude,True,approximately,v4:building_091,preserved,True
claude,True,uncertain,v4:building_091,preserved,True
claude,True,estimate,v4:building_091,preserved,True
gemini,True,uncertain,v4:building_091,preserved,True
gemini,True,estimate,v4:building_091,preserved,True
openai,True,about,v4:building_092,preserved,True
openai,True,around,v4:building_092,preserved,True
openai,True,uncertain,v4:building_092,preserved,True
openai,True,appears,v4:building_092,preserved,True
openai,True,estimate,v4:building_092,preserved,True
claude,True,approximately,v4:building_092,preserved,True
claude,True,around,v4:building_092,preserved,True
claude,True,uncertain,v4:building_092,preserved,True
claude,True,possibly,v4:building_092,preserved,True
claude,True,appears,v4:building_092,preserved,True
claude,True,estimate,v4:building_092,preserved,True
gemini,True,uncertain,v4:building_092,preserved,True
gemini,True,estimate,v4:building_092,preserved,True
openai,True,roughly,v4:building_093,preserved,True
openai,True,around,v4:building_093,preserved,True
openai,True,several,v4:building_093,preserved,True
openai,True,a few,v4:building_093,preserved,True
openai,True,uncertain,v4:building_093,preserved,True
openai,True,estimate,v4:building_093,preserved,True
claude,True,approximately,v4:building_093,preserved,True
claude,True,around,v4:building_093,preserved,True
claude,True,uncertain,v4:building_093,preserved,True
claude,True,appears,v4:building_093,preserved,True
claude,True,estimate,v4:building_093,preserved,True
gemini,True,around,v4:building_093,preserved,True
gemini,True,uncertain,v4:building_093,preserved,True
gemini,True,estimate,v4:building_093,preserved,True
openai,True,several,v4:building_094,preserved,True
openai,True,multiple,v4:building_094,preserved,True
openai,True,uncertain,v4:building_094,preserved,True
openai,True,appears,v4:building_094,preserved,True
openai,True,estimate,v4:building_094,preserved,True
claude,True,approximately,v4:building_094,preserved,True
claude,True,around,v4:building_094,preserved,True
claude,True,uncertain,v4:building_094,preserved,True
claude,True,possibly,v4:building_094,preserved,True
claude,True,appears,v4:building_094,preserved,True
claude,True,estimate,v4:building_094,preserved,True
gemini,True,uncertain,v4:building_094,preserved,True
gemini,True,estimate,v4:building_094,preserved,True
openai,True,around,v4:building_095,preserved,True
openai,True,uncertain,v4:building_095,preserved,True
openai,True,appears,v4:building_095,preserved,True
openai,True,estimate,v4:building_095,preserved,True
claude,True,around,v4:building_095,preserved,True
claude,True,multiple,v4:building_095,preserved,True
claude,True,uncertain,v4:building_095,preserved,True
claude,True,estimate,v4:building_095,preserved,True
gemini,True,uncertain,v4:building_095,preserved,True
gemini,True,estimate,v4:building_095,preserved,True
openai,True,approximately,v4:building_096,preserved,True
openai,True,around,v4:building_096,preserved,True
openai,True,uncertain,v4:building_096,preserved,True
openai,True,appears,v4:building_096,preserved,True
openai,True,estimate,v4:building_096,preserved,True
claude,True,approximately,v4:building_096,preserved,True
claude,True,uncertain,v4:building_096,preserved,True
claude,True,appears,v4:building_096,preserved,True
claude,True,estimate,v4:building_096,preserved,True
gemini,True,uncertain,v4:building_096,preserved,True
gemini,True,estimate,v4:building_096,preserved,True
openai,True,about,v4:building_097,preserved,True
openai,True,uncertain,v4:building_097,preserved,True
openai,True,estimate,v4:building_097,preserved,True
claude,True,approximately,v4:building_097,preserved,True
claude,True,around,v4:building_097,preserved,True
claude,True,multiple,v4:building_097,preserved,True
claude,True,uncertain,v4:building_097,preserved,True
claude,True,appears,v4:building_097,preserved,True
claude,True,estimate,v4:building_097,preserved,True
gemini,True,uncertain,v4:building_097,preserved,True
gemini,True,estimate,v4:building_097,preserved,True
openai,True,roughly,v4:building_098,preserved,True
openai,True,around,v4:building_098,preserved,True
openai,True,several,v4:building_098,preserved,True
openai,True,a few,v4:building_098,preserved,True
openai,True,uncertain,v4:building_098,preserved,True
openai,True,possibly,v4:building_098,preserved,True
openai,True,appears,v4:building_098,preserved,True
openai,True,estimate,v4:building_098,preserved,True
claude,True,approximately,v4:building_098,preserved,True
claude,True,around,v4:building_098,preserved,True
claude,True,multiple,v4:building_098,preserved,True
claude,True,uncertain,v4:building_098,preserved,True
claude,True,estimate,v4:building_098,preserved,True
gemini,True,uncertain,v4:building_098,preserved,True
gemini,True,estimate,v4:building_098,preserved,True
openai,True,around,v4:building_099,preserved,True
openai,True,a few,v4:building_099,preserved,True
openai,True,uncertain,v4:building_099,preserved,True
openai,True,estimate,v4:building_099,preserved,True
claude,True,approximately,v4:building_099,preserved,True
claude,True,around,v4:building_099,preserved,True
claude,True,multiple,v4:building_099,preserved,True
claude,True,uncertain,v4:building_099,preserved,True
claude,True,appears,v4:building_099,preserved,True
claude,True,estimate,v4:building_099,preserved,True
gemini,True,uncertain,v4:building_099,preserved,True
gemini,True,estimate,v4:building_099,preserved,True
